ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,Sport,Medal
67685,Orane Maria Lechenault,F,15,144,37,France,FRA,2016 Summer,2016,Summer,Gymnastics,NA
67685,Orane Maria Lechenault,F,15,144,37,France,FRA,2016 Summer,2016,Summer,Gymnastics,NA
67690,Eva Lechner,F,31,165,50,Italy,ITA,2016 Summer,2016,Summer,Cycling,NA
67693,Barbara Lechner-Engleder,F,33,162,72,Germany,GER,2016 Summer,2016,Summer,Shooting,NA
67693,Barbara Lechner-Engleder,F,33,162,72,Germany,GER,2016 Summer,2016,Summer,Shooting,Gold
67694,Kenia Vanessa Lechuga Alanis,F,22,162,59,Mexico,MEX,2016 Summer,2016,Summer,Rowing,NA
67714,Fanny Lecluyse,F,24,177,64,Belgium,BEL,2016 Summer,2016,Summer,Swimming,NA
67714,Fanny Lecluyse,F,24,177,64,Belgium,BEL,2016 Summer,2016,Summer,Swimming,NA
67719,Camille Lecointre,F,31,159,56,France,FRA,2016 Summer,2016,Summer,Sailing,Bronze
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Swimming,Silver
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
67800,Lee Chan-Dong,M,23,183,83,South Korea,KOR,2016 Summer,2016,Summer,Football,NA
67805,Lee Chang-Min,M,22,178,74,South Korea,KOR,2016 Summer,2016,Summer,Football,NA
67816,Lee Chih-Kai,M,20,170,65,Chinese Taipei,TPE,2016 Summer,2016,Summer,Gymnastics,NA
67818,Lee Chong Wei,M,33,170,68,Malaysia,MAS,2016 Summer,2016,Summer,Badminton,Silver
67829,Lee Da-Seul,F,19,159,47,South Korea,KOR,2016 Summer,2016,Summer,Athletics,NA
67831,Lee Dae-Hun,M,24,183,70,South Korea,KOR,2016 Summer,2016,Summer,Taekwondo,Bronze
67832,Lee Dae-Myeong,M,27,182,78,South Korea,KOR,2016 Summer,2016,Summer,Shooting,NA
67836,"Jin-Myung ""Danny"" Lee",M,26,183,NA,New Zealand,NZL,2016 Summer,2016,Summer,Golf,NA
67839,David Cameron Lee,M,34,203,105,United States,USA,2016 Summer,2016,Summer,Volleyball,Bronze
67843,Lee Dong-Keun,M,25,183,78,South Korea,KOR,2016 Summer,2016,Summer,Badminton,NA
67852,Lee Eun-Bi,F,25,163,58,South Korea,KOR,2016 Summer,2016,Summer,Handball,NA
67862,Lee Eun-Ju,F,17,148,NA,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
67862,Lee Eun-Ju,F,17,148,NA,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
67862,Lee Eun-Ju,F,17,148,NA,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
67862,Lee Eun-Ju,F,17,148,NA,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
67867,Eva Lee,F,29,168,59,United States,USA,2016 Summer,2016,Summer,Badminton,NA
67923,Lee Ho Ching,F,23,159,54,Hong Kong,HKG,2016 Summer,2016,Summer,Table Tennis,NA
67923,Lee Ho Ching,F,23,159,54,Hong Kong,HKG,2016 Summer,2016,Summer,Table Tennis,NA
67936,Lee Hsuan-Yen,M,23,173,63,Chinese Taipei,TPE,2016 Summer,2016,Summer,Swimming,NA
67939,Lee Hui-Sol,F,26,174,118,South Korea,KOR,2016 Summer,2016,Summer,Weightlifting,NA
67945,Lee Hye-Jin,F,24,165,61,South Korea,KOR,2016 Summer,2016,Summer,Cycling,NA
67957,Lee Hyo-Hee,F,35,173,57,South Korea,KOR,2016 Summer,2016,Summer,Volleyball,NA
67985,Lee Jae-Yeong,F,19,178,66,South Korea,KOR,2016 Summer,2016,Summer,Volleyball,NA
67989,Lee Jeong-Eun,F,21,153,40,South Korea,KOR,2016 Summer,2016,Summer,Athletics,NA
68035,Lee Jung-Baik,M,29,161,65,South Korea,KOR,2016 Summer,2016,Summer,Wrestling,NA
68036,Lee Ka Man,F,29,168,59,Hong Kong,HKG,2016 Summer,2016,Summer,Rowing,NA
68044,Lee Kye-Rim,F,25,158,50,South Korea,KOR,2016 Summer,2016,Summer,Shooting,NA
68051,"Elizabeth ""Lizzie"" Lee",F,36,165,51,Ireland,IRL,2016 Summer,2016,Summer,Athletics,NA
68065,Minjee Lee,F,20,165,60,Australia,AUS,2016 Summer,2016,Summer,Golf,NA
68087,"Chun Hei ""Reginald"" Lee",M,22,170,72,Hong Kong,HKG,2016 Summer,2016,Summer,Badminton,NA
68107,Lee Sang-Su,M,25,180,69,South Korea,KOR,2016 Summer,2016,Summer,Table Tennis,NA
68107,Lee Sang-Su,M,25,180,69,South Korea,KOR,2016 Summer,2016,Summer,Table Tennis,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68109,Lee Sang-Wook,M,30,170,59,South Korea,KOR,2016 Summer,2016,Summer,Gymnastics,NA
68134,Lee Seul-Chan,M,22,172,65,South Korea,KOR,2016 Summer,2016,Summer,Football,NA
68145,Lee Seung-Su,M,26,178,81,South Korea,KOR,2016 Summer,2016,Summer,Judo,NA
68149,Lee Seung-Yun,M,21,174,80,South Korea,KOR,2016 Summer,2016,Summer,Archery,NA
68149,Lee Seung-Yun,M,21,174,80,South Korea,KOR,2016 Summer,2016,Summer,Archery,Gold
68151,Lee Sheng-Mu,M,29,179,71,Chinese Taipei,TPE,2016 Summer,2016,Summer,Badminton,NA
68155,Lee So-Hee,F,22,171,67,South Korea-2,KOR,2016 Summer,2016,Summer,Badminton,NA
68169,Lee Tae-Hun,M,30,180,74,South Korea,KOR,2016 Summer,2016,Summer,Sailing,NA
68184,Lee Wai Sze,F,29,165,62,Hong Kong,HKG,2016 Summer,2016,Summer,Cycling,NA
68184,Lee Wai Sze,F,29,165,62,Hong Kong,HKG,2016 Summer,2016,Summer,Cycling,NA
68209,Lee Yong-Dae,M,27,180,74,South Korea-1,KOR,2016 Summer,2016,Summer,Badminton,NA
68215,Lee Young-Sil,F,29,167,59,South Korea,KOR,2016 Summer,2016,Summer,Hockey,NA
68217,Lee Yuen Yin,F,27,161,58,Hong Kong,HKG,2016 Summer,2016,Summer,Rowing,NA
68222,Zoe Samantha Lee,F,30,176,70,Great Britain,GBR,2016 Summer,2016,Summer,Rowing,Silver
68263,Hlne Lefebvre,F,25,170,69,France,FRA,2016 Summer,2016,Summer,Rowing,NA
68269,Yannick Lefbvre,M,27,181,79,Belgium,BEL,2016 Summer,2016,Summer,Sailing,NA
68272,Jasper Lefevere,M,28,171,66,Belgium,BEL,2016 Summer,2016,Summer,Judo,NA
68286,Enzo-Boris Lefort,M,24,190,80,France,FRA,2016 Summer,2016,Summer,Fencing,NA
68286,Enzo-Boris Lefort,M,24,190,80,France,FRA,2016 Summer,2016,Summer,Fencing,Silver
68308,Marie Christianne Legentil,F,24,153,52,Mauritius,MRI,2016 Summer,2016,Summer,Judo,NA
68352,Ana Roxana Lehaci,F,25,169,62,Austria,AUT,2016 Summer,2016,Summer,Canoeing,NA
68353,Ionela Livia Lehaci,F,21,178,57,Romania,ROU,2016 Summer,2016,Summer,Rowing,NA
68354,Mosito Lehata,M,27,177,69,Lesotho,LES,2016 Summer,2016,Summer,Athletics,NA
68354,Mosito Lehata,M,27,177,69,Lesotho,LES,2016 Summer,2016,Summer,Athletics,NA
68399,Nataliya Serhivna Lehonkova,F,33,161,48,Ukraine,UKR,2016 Summer,2016,Summer,Athletics,NA
68450,Lei Sheng,M,32,193,77,China,CHN,2016 Summer,2016,Summer,Fencing,NA
68450,Lei Sheng,M,32,193,77,China,CHN,2016 Summer,2016,Summer,Fencing,NA
68527,Romrio Martins Leito,M,19,175,56,Sao Tome and Principe,STP,2016 Summer,2016,Summer,Athletics,NA
68535,Hermenegildo Leite,M,16,171,63,Angola,ANG,2016 Summer,2016,Summer,Athletics,NA
68550,Mario Leitner,M,19,177,75,Austria,AUT,2016 Summer,2016,Summer,Canoeing,NA
68554,Paula Leitn Arrones,F,16,187,98,Spain,ESP,2016 Summer,2016,Summer,Water Polo,NA
68588,Olha Oleksandrivna Leleiko,F,39,178,68,Ukraine,UKR,2016 Summer,2016,Summer,Fencing,NA
68597,Manuel Lelo,M,28,172,70,Angola,ANG,2016 Summer,2016,Summer,Sailing,NA
68610,Christophe Alexandre Christian Lematre,M,26,190,74,France,FRA,2016 Summer,2016,Summer,Athletics,NA
68610,Christophe Alexandre Christian Lematre,M,26,190,74,France,FRA,2016 Summer,2016,Summer,Athletics,Bronze
68620,Charlotte Lembach,F,28,164,57,France,FRA,2016 Summer,2016,Summer,Fencing,NA
68620,Charlotte Lembach,F,28,164,57,France,FRA,2016 Summer,2016,Summer,Fencing,NA
68627,Lomano Lava Lemeki,M,27,177,92,Japan,JPN,2016 Summer,2016,Summer,Rugby Sevens,NA
68632,Liubomyr Arturovych Lemeshko,M,24,186,86,Ukraine,UKR,2016 Summer,2016,Summer,Swimming,NA
68640,Finn Lemke,M,24,210,115,Germany,GER,2016 Summer,2016,Summer,Handball,Bronze
68658,Mathieu Lemoine,M,32,176,70,France,FRA,2016 Summer,2016,Summer,Equestrianism,NA
68658,Mathieu Lemoine,M,32,176,70,France,FRA,2016 Summer,2016,Summer,Equestrianism,Gold
68665,Carlos Andrs Lemos Romaa,M,28,183,76,Colombia,COL,2016 Summer,2016,Summer,Athletics,NA
68668,Sandra Milena Lemos-Rivas,F,27,170,100,Colombia,COL,2016 Summer,2016,Summer,Athletics,NA
68686,Lus Enrique Lemus Dvila,M,24,173,61,Mexico,MEX,2016 Summer,2016,Summer,Cycling,NA
68695,Deon Christopher Lendore,M,23,179,75,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Athletics,NA
68695,Deon Christopher Lendore,M,23,179,75,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Athletics,NA
68777,Renzo Len Garca,M,25,186,71,Peru,PER,2016 Summer,2016,Summer,Rowing,NA
68790,Luca Leonardi,M,25,186,78,Italy,ITA,2016 Summer,2016,Summer,Swimming,NA
68827,Yuliya Sergeyevna Leontyuk,F,32,180,80,Belarus,BLR,2016 Summer,2016,Summer,Athletics,NA
68831,Tlotliso Gift Leotlela,M,18,178,74,South Africa,RSA,2016 Summer,2016,Summer,Athletics,NA
68847,Marion Lepert,F,20,178,61,United States,USA,2016 Summer,2016,Summer,Sailing,NA
68856,Lotta Lepist,F,27,164,58,Finland,FIN,2016 Summer,2016,Summer,Cycling,NA
68856,Lotta Lepist,F,27,164,58,Finland,FIN,2016 Summer,2016,Summer,Cycling,NA
68878,Pnlope Leprvost,F,36,175,55,France,FRA,2016 Summer,2016,Summer,Equestrianism,NA
68878,Pnlope Leprvost,F,36,175,55,France,FRA,2016 Summer,2016,Summer,Equestrianism,Gold
68907,Jefferson Andrs Lerma Sols,M,21,179,70,Colombia,COL,2016 Summer,2016,Summer,Football,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68935,Randy Jos Ler Bell,M,20,173,72,Cuba,CUB,2016 Summer,2016,Summer,Gymnastics,NA
68941,Fantine Lesaffre,F,21,180,57,France,FRA,2016 Summer,2016,Summer,Swimming,NA
68941,Fantine Lesaffre,F,21,180,57,France,FRA,2016 Summer,2016,Summer,Swimming,NA
68951,Yoandys Alberto Lescay Prado,M,22,181,77,Cuba,CUB,2016 Summer,2016,Summer,Athletics,NA
68951,Yoandys Alberto Lescay Prado,M,22,181,77,Cuba,CUB,2016 Summer,2016,Summer,Athletics,NA
68971,Urban Lesjak,M,25,187,103,Slovenia,SLO,2016 Summer,2016,Summer,Handball,NA
69026,Aleksandr Leonidovich Lesun,M,28,185,74,Russia,RUS,2016 Summer,2016,Summer,Modern Pentathlon,Gold
69027,Joanna Leszczyska,F,27,183,75,Poland,POL,2016 Summer,2016,Summer,Rowing,Bronze
69033,Evita Elisabeth Leter,F,21,NA,NA,Suriname,SUR,2016 Summer,2016,Summer,Swimming,NA
69036,Vladimir Letnicov,M,34,178,70,Moldova,MDA,2016 Summer,2016,Summer,Athletics,NA
69079,Leung Chun Wing,M,22,176,73,Hong Kong,HKG,2016 Summer,2016,Summer,Cycling,NA
69088,Melanie Leupolz,F,22,173,52,Germany,GER,2016 Summer,2016,Summer,Football,Gold
69089,Laurien Leurink,F,21,173,67,Netherlands,NED,2016 Summer,2016,Summer,Hockey,Silver
69090,Chlo Leurquin,F,25,169,57,Belgium,BEL,2016 Summer,2016,Summer,Golf,NA
69115,Yelena Stepanovna Levchenko,F,33,195,86,Belarus,BLR,2016 Summer,2016,Summer,Basketball,NA
69116,Yuliya Andrivna Levchenko,F,18,179,59,Ukraine,UKR,2016 Summer,2016,Summer,Athletics,NA
69133,Brice Leverdez,M,30,180,75,France,FRA,2016 Summer,2016,Summer,Badminton,NA
69148,Ekaterina Levina,F,19,168,52,Israel,ISR,2016 Summer,2016,Summer,Rhythmic Gymnastics,NA
69152,Olga Sergeyevna Levina-Akopyan,F,31,176,63,Russia,RUS,2016 Summer,2016,Summer,Handball,Gold
69153,Eyal Levine,M,29,170,60,Israel,ISR,2016 Summer,2016,Summer,Sailing,NA
69154,Nigel Levine,M,27,176,72,Great Britain,GBR,2016 Summer,2016,Summer,Athletics,NA
69163,Vasily Alekseyevich Levit,M,28,185,91,Kazakhstan,KAZ,2016 Summer,2016,Summer,Boxing,Silver
69169,Daina Levy,F,23,165,98,Jamaica,JAM,2016 Summer,2016,Summer,Athletics,NA
69173,Maximilian Levy,M,29,182,87,Germany,GER,2016 Summer,2016,Summer,Cycling,NA
69173,Maximilian Levy,M,29,182,87,Germany,GER,2016 Summer,2016,Summer,Cycling,NA
69173,Maximilian Levy,M,29,182,87,Germany,GER,2016 Summer,2016,Summer,Cycling,NA
69173,Maximilian Levy,M,29,182,87,Germany,GER,2016 Summer,2016,Summer,Cycling,NA
69179,Iwona Lewandowska,F,31,161,43,Poland,POL,2016 Summer,2016,Summer,Athletics,NA
69183,Marcin Lewandowski,M,29,179,64,Poland,POL,2016 Summer,2016,Summer,Athletics,NA
69195,Iain Lewers,M,32,183,79,Great Britain,GBR,2016 Summer,2016,Summer,Hockey,NA
69205,Andrew Lewis,M,26,177,84,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Sailing,NA
69218,Daniel Jason Lewis,M,22,178,75,Australia,AUS,2016 Summer,2016,Summer,Boxing,NA
69224,Dwight Alexis Lewis Padron,M,28,198,98,Venezuela,VEN,2016 Summer,2016,Summer,Basketball,NA
69258,Stacy Lewis (-Chadwell),F,31,165,60,United States,USA,2016 Summer,2016,Summer,Golf,NA
69268,Yvette Lewis,F,31,175,75,Panama,PAN,2016 Summer,2016,Summer,Athletics,NA
69280,Amandine Suzanne Monique Leynaud,F,30,178,64,France,FRA,2016 Summer,2016,Summer,Handball,Silver
69283,Alfonso Antonio Leyva Ypez,M,23,181,85,Mexico,MEX,2016 Summer,2016,Summer,Wrestling,NA
69285,Danell Johan Leyva Gonzalez,M,24,170,68,United States,USA,2016 Summer,2016,Summer,Gymnastics,NA
69285,Danell Johan Leyva Gonzalez,M,24,170,68,United States,USA,2016 Summer,2016,Summer,Gymnastics,Silver
69285,Danell Johan Leyva Gonzalez,M,24,170,68,United States,USA,2016 Summer,2016,Summer,Gymnastics,Silver
69285,Danell Johan Leyva Gonzalez,M,24,170,68,United States,USA,2016 Summer,2016,Summer,Gymnastics,NA
69299,Amandine Lhote,F,29,168,64,France,FRA,2016 Summer,2016,Summer,Canoeing,NA
69301,Ahmet Li,M,25,173,67,Turkey,TUR,2016 Summer,2016,Summer,Table Tennis,NA
69329,Li Dan,F,27,155,47,China,CHN,2016 Summer,2016,Summer,Trampolining,Bronze
69336,Li Dongna,F,27,170,58,China,CHN,2016 Summer,2016,Summer,Football,NA
69337,Li Dongxiao,F,28,175,60,China,CHN,2016 Summer,2016,Summer,Hockey,NA
69343,Fen Li,F,39,164,60,Sweden,SWE,2016 Summer,2016,Summer,Table Tennis,NA
69349,Li Gen,M,27,196,110,China,CHN,2016 Summer,2016,Summer,Basketball,NA
69352,Li Guangyuan,M,19,187,81,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69352,Li Guangyuan,M,19,187,81,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69368,Li Haotong,M,21,183,75,China,CHN,2016 Summer,2016,Summer,Golf,NA
69379,Li Hongxia,F,29,168,63,China,CHN,2016 Summer,2016,Summer,Hockey,NA
69400,Jiao Li,F,43,167,60,Netherlands,NED,2016 Summer,2016,Summer,Table Tennis,NA
69400,Jiao Li,F,43,167,60,Netherlands,NED,2016 Summer,2016,Summer,Table Tennis,NA
69401,Li Jiaqi,F,21,168,63,China,CHN,2016 Summer,2016,Summer,Hockey,NA
69405,Jie Li,F,32,165,52,Netherlands,NED,2016 Summer,2016,Summer,Table Tennis,NA
69405,Jie Li,F,32,165,52,Netherlands,NED,2016 Summer,2016,Summer,Table Tennis,NA
69439,Li Ling,F,27,185,63,China,CHN,2016 Summer,2016,Summer,Athletics,NA
69441,Li Lingwei,F,27,174,72,China,CHN,2016 Summer,2016,Summer,Athletics,NA
69443,Li Lu,F,24,160,55,China,CHN,2016 Summer,2016,Summer,Canoeing,NA
69448,"Man Shan ""Michelle"" Li",F,24,172,66,Canada,CAN,2016 Summer,2016,Summer,Badminton,NA
69452,Li Muhao,M,24,218,115,China,CHN,2016 Summer,2016,Summer,Basketball,NA
69461,Ping Li,M,30,178,65,Qatar,QAT,2016 Summer,2016,Summer,Table Tennis,NA
69464,Qian Li,F,30,160,54,Poland,POL,2016 Summer,2016,Summer,Table Tennis,NA
69464,Qian Li,F,30,160,54,Poland,POL,2016 Summer,2016,Summer,Table Tennis,NA
69466,Li Qian,F,26,180,75,China,CHN,2016 Summer,2016,Summer,Boxing,Bronze
69467,Li Qiang,M,27,186,84,China,CHN,2016 Summer,2016,Summer,Canoeing,NA
69468,Qiangbing Li,F,31,166,49,Austria,AUT,2016 Summer,2016,Summer,Table Tennis,NA
69482,Li Shanshan,F,29,178,62,China,CHN,2016 Summer,2016,Summer,Basketball,NA
69518,Li Xiang,M,23,191,85,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69518,Li Xiang,M,23,191,85,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69518,Li Xiang,M,23,191,85,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69521,Li Xiaohong,F,21,162,48,China,CHN,2016 Summer,2016,Summer,Athletics,NA
69522,Li Xiaolu,F,23,167,51,China,CHN,2016 Summer,2016,Summer,Synchronized Swimming,Silver
69530,Li Xiaoxia,F,28,174,65,China,CHN,2016 Summer,2016,Summer,Table Tennis,Silver
69530,Li Xiaoxia,F,28,174,65,China,CHN,2016 Summer,2016,Summer,Table Tennis,Gold
69537,Xue Li,F,31,165,57,France,FRA,2016 Summer,2016,Summer,Table Tennis,NA
69540,Li Xuerui,F,25,175,65,China,CHN,2016 Summer,2016,Summer,Badminton,NA
69545,Li Yajun,F,23,151,53,China,CHN,2016 Summer,2016,Summer,Weightlifting,NA
69562,Li Ying,F,23,170,61,China,CHN,2016 Summer,2016,Summer,Football,NA
69570,Li Yue,F,22,170,65,China,CHN,2016 Summer,2016,Summer,Canoeing,NA
69571,Li Yuehong,M,26,173,71,China,CHN,2016 Summer,2016,Summer,Shooting,Bronze
69594,Li Zhuhao,M,17,183,73,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69594,Li Zhuhao,M,17,183,73,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69594,Li Zhuhao,M,17,183,73,China,CHN,2016 Summer,2016,Summer,Swimming,NA
69602,Olha Oleksandrivna Liakhova,F,24,174,60,Ukraine,UKR,2016 Summer,2016,Summer,Athletics,NA
69615,Liang Meiyu,F,22,166,63,China,CHN,2016 Summer,2016,Summer,Hockey,NA
69625,Liang Xiaojing,F,19,156,48,China,CHN,2016 Summer,2016,Summer,Athletics,NA
69626,Liang Xiaoyu,F,20,163,55,Singapore,SGP,2016 Summer,2016,Summer,Badminton,NA
69629,Liang Xinping,F,22,171,60,China,CHN,2016 Summer,2016,Summer,Synchronized Swimming,Silver
69642,Valentina Liashenko (Khomitska-),F,35,176,63,Georgia,GEO,2016 Summer,2016,Summer,Athletics,NA
69671,Claudia Lichtenberg (Husler-),F,30,170,51,Germany,GER,2016 Summer,2016,Summer,Cycling,NA
69691,Kamila Liwinko (Stepaniuk-),F,30,184,66,Poland,POL,2016 Summer,2016,Summer,Athletics,NA
69717,Anders Lie Nielsen,M,25,186,74,Denmark,DEN,2016 Summer,2016,Summer,Swimming,NA
69743,Tom Liebscher,M,23,189,89,Germany,GER,2016 Summer,2016,Summer,Canoeing,NA
69743,Tom Liebscher,M,23,189,89,Germany,GER,2016 Summer,2016,Summer,Canoeing,Gold
69751,Lien Chen-Ling,F,28,168,57,Chinese Taipei,TPE,2016 Summer,2016,Summer,Judo,NA
69765,Lasma Liepa,F,28,180,77,Turkey,TUR,2016 Summer,2016,Summer,Canoeing,NA
69765,Lasma Liepa,F,28,180,77,Turkey,TUR,2016 Summer,2016,Summer,Canoeing,NA
69771,Julia Lier,F,24,183,78,Germany,GER,2016 Summer,2016,Summer,Rowing,Gold
69787,Brave Lifa,M,20,175,70,Malawi,MAW,2016 Summer,2016,Summer,Swimming,NA
69795,Dniel Ligeti,M,27,191,117,Hungary,HUN,2016 Summer,2016,Summer,Wrestling,NA
69817,Elis Ligtlee,F,22,185,90,Netherlands,NED,2016 Summer,2016,Summer,Cycling,NA
69817,Elis Ligtlee,F,22,185,90,Netherlands,NED,2016 Summer,2016,Summer,Cycling,Gold
69817,Elis Ligtlee,F,22,185,90,Netherlands,NED,2016 Summer,2016,Summer,Cycling,NA
69833,Krzysztof Lijewski,M,33,199,99,Poland,POL,2016 Summer,2016,Summer,Handball,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69842,Andrey Sergeyevich Likhovitsky,M,30,172,66,Belarus,BLR,2016 Summer,2016,Summer,Gymnastics,NA
69844,Tatyana Aleksandrovna Likhtarovich,F,28,180,67,Belarus,BLR,2016 Summer,2016,Summer,Basketball,NA
69854,Feyisa Lilesa,M,26,175,67,Ethiopia,ETH,2016 Summer,2016,Summer,Athletics,Silver
69873,Jake Lilley,M,23,204,98,Australia,AUS,2016 Summer,2016,Summer,Sailing,NA
69895,Denise Lim,F,24,155,57,Singapore,SGP,2016 Summer,2016,Summer,Sailing,NA
69908,Augusto Csar Lima Brito,M,24,206,118,Brazil,BRA,2016 Summer,2016,Summer,Basketball,NA
69909,Bruno Lima Basolu,M,20,198,87,Argentina,ARG,2016 Summer,2016,Summer,Volleyball,NA
69916,Emanuelle Leal Lopes e Lima,F,20,167,55,Brazil,BRA,2016 Summer,2016,Summer,Rhythmic Gymnastics,NA
69920,Jorge Manuel Roxo Martins de Lima,M,35,177,72,Portugal,POR,2016 Summer,2016,Summer,Sailing,NA
69921,Jos-Filipe Lima,M,34,178,78,Portugal,POR,2016 Summer,2016,Summer,Golf,NA
69924,Taciana Rezende de Lima Bald,F,32,164,48,Guinea Bissau,GBS,2016 Summer,2016,Summer,Judo,NA
69925,Tamires Morena Lima de Arajo,F,22,180,77,Brazil,BRA,2016 Summer,2016,Summer,Handball,NA
69928,Irina Igorevna Limanovskaya,F,22,166,54,Belarus,BLR,2016 Summer,2016,Summer,Synchronized Swimming,NA
69929,Francisco Alberto Limardo Gascn,M,29,180,75,Venezuela,VEN,2016 Summer,2016,Summer,Fencing,NA
69929,Francisco Alberto Limardo Gascn,M,29,180,75,Venezuela,VEN,2016 Summer,2016,Summer,Fencing,NA
69930,Rubn Daro Limardo Gascn,M,31,175,75,Venezuela,VEN,2016 Summer,2016,Summer,Fencing,NA
69930,Rubn Daro Limardo Gascn,M,31,175,75,Venezuela,VEN,2016 Summer,2016,Summer,Fencing,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,Bronze
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69955,Lin Chaopan,M,20,163,60,China,CHN,2016 Summer,2016,Summer,Gymnastics,NA
69968,Lin Dan,M,32,177,70,China,CHN,2016 Summer,2016,Summer,Badminton,NA
69971,Gui Lin,F,22,168,52,Brazil,BRA,2016 Summer,2016,Summer,Table Tennis,NA
69971,Gui Lin,F,22,168,52,Brazil,BRA,2016 Summer,2016,Summer,Table Tennis,NA
69978,Lin Li,F,24,171,70,China,CHN,2016 Summer,2016,Summer,Volleyball,Gold
69986,Lin Pei-Wun,F,16,174,61,Chinese Taipei,TPE,2016 Summer,2016,Summer,Swimming,NA
69987,Lin Po Heung,F,31,164,58,Hong Kong,HKG,2016 Summer,2016,Summer,Fencing,NA
69994,Lin Shih-Chia,F,23,160,65,Chinese Taipei,TPE,2016 Summer,2016,Summer,Archery,NA
69994,Lin Shih-Chia,F,23,160,65,Chinese Taipei,TPE,2016 Summer,2016,Summer,Archery,Bronze
70001,Lin Wen-Tang,M,42,174,77,Chinese Taipei,TPE,2016 Summer,2016,Summer,Golf,NA
70003,Lin Xiyu,F,20,168,65,China,CHN,2016 Summer,2016,Summer,Golf,NA
70006,Lin Yi-Chun,F,35,161,70,Chinese Taipei,TPE,2016 Summer,2016,Summer,Shooting,NA
70009,Lin Yongqing,M,23,190,85,China,CHN,2016 Summer,2016,Summer,Swimming,NA
